Binary representation,Error,Features selected,Lookup value,Penalty factor
0100011100001010,0.2028333333333333,"(1, 5, 6, 7, 12, 14)",0.9528333333333333,0.125
0100011100001001,0.25,"(1, 5, 6, 7, 12, 15)",1.0,0.125
0100011100000110,0.26183333333333336,"(1, 5, 6, 7, 13, 14)",1.0118333333333334,0.125
0100011100000101,0.3198333333333333,"(1, 5, 6, 7, 13, 15)",1.0698333333333334,0.125
0100011100000011,0.25916666666666666,"(1, 5, 6, 7, 14, 15)",1.0091666666666668,0.125
0100011011100000,0.3061666666666667,"(1, 5, 6, 8, 9, 10)",1.0561666666666667,0.125
0100011011010000,0.29466666666666663,"(1, 5, 6, 8, 9, 11)",1.0446666666666666,0.125
0100011011001000,0.26216666666666666,"(1, 5, 6, 8, 9, 12)",1.0121666666666667,0.125
0100011011000100,0.31233333333333335,"(1, 5, 6, 8, 9, 13)",1.0623333333333334,0.125
0100011011000010,0.24,"(1, 5, 6, 8, 9, 14)",0.99,0.125
0100011011000001,0.29700000000000004,"(1, 5, 6, 8, 9, 15)",1.0470000000000002,0.125
0100011010110000,0.3015,"(1, 5, 6, 8, 10, 11)",1.0514999999999999,0.125
0100011010101000,0.26683333333333337,"(1, 5, 6, 8, 10, 12)",1.0168333333333335,0.125
0100011010100100,0.3328333333333333,"(1, 5, 6, 8, 10, 13)",1.0828333333333333,0.125
0100011010100010,0.26,"(1, 5, 6, 8, 10, 14)",1.01,0.125
0100011010100001,0.3115,"(1, 5, 6, 8, 10, 15)",1.0615,0.125
0100011010011000,0.25416666666666665,"(1, 5, 6, 8, 11, 12)",1.0041666666666667,0.125
0100011010010100,0.31233333333333335,"(1, 5, 6, 8, 11, 13)",1.0623333333333334,0.125
0100011010010010,0.24216666666666664,"(1, 5, 6, 8, 11, 14)",0.9921666666666666,0.125
0100011010010001,0.32299999999999995,"(1, 5, 6, 8, 11, 15)",1.073,0.125
0100011010001100,0.27549999999999997,"(1, 5, 6, 8, 12, 13)",1.0255,0.125
0100011010001010,0.22099999999999997,"(1, 5, 6, 8, 12, 14)",0.971,0.125
0100011010001001,0.2793333333333333,"(1, 5, 6, 8, 12, 15)",1.0293333333333332,0.125
0100011010000110,0.26049999999999995,"(1, 5, 6, 8, 13, 14)",1.0105,0.125
0100011010000101,0.3281666666666667,"(1, 5, 6, 8, 13, 15)",1.0781666666666667,0.125
0100011010000011,0.26583333333333337,"(1, 5, 6, 8, 14, 15)",1.0158333333333334,0.125
0100011001110000,0.3025,"(1, 5, 6, 9, 10, 11)",1.0525,0.125
0100011001101000,0.28400000000000003,"(1, 5, 6, 9, 10, 12)",1.034,0.125
0100011001100100,0.3461666666666666,"(1, 5, 6, 9, 10, 13)",1.0961666666666665,0.125
0100011001100010,0.27316666666666667,"(1, 5, 6, 9, 10, 14)",1.0231666666666666,0.125
0100011001100001,0.31366666666666665,"(1, 5, 6, 9, 10, 15)",1.0636666666666668,0.125
0100011001011000,0.26449999999999996,"(1, 5, 6, 9, 11, 12)",1.0145,0.125
0100011001010100,0.3235,"(1, 5, 6, 9, 11, 13)",1.0735000000000001,0.125
0100011001010010,0.274,"(1, 5, 6, 9, 11, 14)",1.024,0.125
0100011001010001,0.3215,"(1, 5, 6, 9, 11, 15)",1.0715,0.125
0100011001001100,0.28966666666666663,"(1, 5, 6, 9, 12, 13)",1.0396666666666667,0.125
0100011001001010,0.2306666666666667,"(1, 5, 6, 9, 12, 14)",0.9806666666666667,0.125
0100011001001001,0.2753333333333333,"(1, 5, 6, 9, 12, 15)",1.0253333333333332,0.125
0100011001000110,0.28200000000000003,"(1, 5, 6, 9, 13, 14)",1.032,0.125
0100011001000101,0.32399999999999995,"(1, 5, 6, 9, 13, 15)",1.0739999999999998,0.125
0100011001000011,0.2786666666666666,"(1, 5, 6, 9, 14, 15)",1.0286666666666666,0.125
0100011000111000,0.2771666666666667,"(1, 5, 6, 10, 11, 12)",1.0271666666666666,0.125
0100011000110100,0.36483333333333334,"(1, 5, 6, 10, 11, 13)",1.1148333333333333,0.125
0100011000110010,0.2878333333333334,"(1, 5, 6, 10, 11, 14)",1.0378333333333334,0.125
0100011000110001,0.344,"(1, 5, 6, 10, 11, 15)",1.0939999999999999,0.125
0100011000101100,0.3115,"(1, 5, 6, 10, 12, 13)",1.0615,0.125
0100011000101010,0.2413333333333333,"(1, 5, 6, 10, 12, 14)",0.9913333333333333,0.125
0100011000101001,0.2918333333333333,"(1, 5, 6, 10, 12, 15)",1.0418333333333334,0.125
0100011000100110,0.32199999999999995,"(1, 5, 6, 10, 13, 14)",1.072,0.125
0100011000100101,0.37816666666666665,"(1, 5, 6, 10, 13, 15)",1.1281666666666665,0.125
0100011000100011,0.30000000000000004,"(1, 5, 6, 10, 14, 15)",1.05,0.125
0100011000011100,0.2888333333333334,"(1, 5, 6, 11, 12, 13)",1.0388333333333333,0.125
0100011000011010,0.22950000000000004,"(1, 5, 6, 11, 12, 14)",0.9795,0.125
0100011000011001,0.2841666666666667,"(1, 5, 6, 11, 12, 15)",1.0341666666666667,0.125
0100011000010110,0.30633333333333335,"(1, 5, 6, 11, 13, 14)",1.0563333333333333,0.125
0100011000010101,0.3583333333333333,"(1, 5, 6, 11, 13, 15)",1.1083333333333334,0.125
0100011000010011,0.3025,"(1, 5, 6, 11, 14, 15)",1.0525,0.125
0100011000001110,0.2523333333333333,"(1, 5, 6, 12, 13, 14)",1.0023333333333333,0.125
0100011000001101,0.3078333333333333,"(1, 5, 6, 12, 13, 15)",1.0578333333333334,0.125
0100011000001011,0.24583333333333335,"(1, 5, 6, 12, 14, 15)",0.9958333333333333,0.125
0100011000000111,0.31999999999999995,"(1, 5, 6, 13, 14, 15)",1.0699999999999998,0.125
0100010111100000,0.23199999999999998,"(1, 5, 7, 8, 9, 10)",0.982,0.125
0100010111010000,0.22416666666666663,"(1, 5, 7, 8, 9, 11)",0.9741666666666666,0.125
0100010111001000,0.20966666666666667,"(1, 5, 7, 8, 9, 12)",0.9596666666666667,0.125
0100010111000100,0.239,"(1, 5, 7, 8, 9, 13)",0.989,0.125
0100010111000010,0.20066666666666666,"(1, 5, 7, 8, 9, 14)",0.9506666666666667,0.125
0100010111000001,0.2376666666666667,"(1, 5, 7, 8, 9, 15)",0.9876666666666667,0.125
0100010110110000,0.22050000000000003,"(1, 5, 7, 8, 10, 11)",0.9705,0.125
0100010110101000,0.20650000000000002,"(1, 5, 7, 8, 10, 12)",0.9565,0.125
0100010110100100,0.25949999999999995,"(1, 5, 7, 8, 10, 13)",1.0095,0.125
0100010110100010,0.2058333333333333,"(1, 5, 7, 8, 10, 14)",0.9558333333333333,0.125
0100010110100001,0.24616666666666664,"(1, 5, 7, 8, 10, 15)",0.9961666666666666,0.125
0100010110011000,0.21233333333333337,"(1, 5, 7, 8, 11, 12)",0.9623333333333334,0.125
0100010110010100,0.25349999999999995,"(1, 5, 7, 8, 11, 13)",1.0034999999999998,0.125
0100010110010010,0.20633333333333337,"(1, 5, 7, 8, 11, 14)",0.9563333333333334,0.125
0100010110010001,0.265,"(1, 5, 7, 8, 11, 15)",1.0150000000000001,0.125
0100010110001100,0.21483333333333332,"(1, 5, 7, 8, 12, 13)",0.9648333333333333,0.125
0100010110001010,0.17483333333333329,"(1, 5, 7, 8, 12, 14)",0.9248333333333333,0.125
0100010110001001,0.22666666666666668,"(1, 5, 7, 8, 12, 15)",0.9766666666666667,0.125
0100010110000110,0.21250000000000002,"(1, 5, 7, 8, 13, 14)",0.9625,0.125
0100010110000101,0.2603333333333333,"(1, 5, 7, 8, 13, 15)",1.0103333333333333,0.125
0100010110000011,0.22716666666666663,"(1, 5, 7, 8, 14, 15)",0.9771666666666666,0.125
0100010101110000,0.22499999999999998,"(1, 5, 7, 9, 10, 11)",0.975,0.125
0100010101101000,0.21333333333333337,"(1, 5, 7, 9, 10, 12)",0.9633333333333334,0.125
0100010101100100,0.2716666666666666,"(1, 5, 7, 9, 10, 13)",1.0216666666666665,0.125
0100010101100010,0.21399999999999997,"(1, 5, 7, 9, 10, 14)",0.964,0.125
0100010101100001,0.246,"(1, 5, 7, 9, 10, 15)",0.996,0.125
0100010101011000,0.21466666666666667,"(1, 5, 7, 9, 11, 12)",0.9646666666666667,0.125
0100010101010100,0.253,"(1, 5, 7, 9, 11, 13)",1.0030000000000001,0.125
0100010101010010,0.21399999999999997,"(1, 5, 7, 9, 11, 14)",0.964,0.125
0100010101010001,0.26683333333333337,"(1, 5, 7, 9, 11, 15)",1.0168333333333335,0.125
0100010101001100,0.22999999999999998,"(1, 5, 7, 9, 12, 13)",0.98,0.125
0100010101001010,0.1971666666666667,"(1, 5, 7, 9, 12, 14)",0.9471666666666667,0.125
0100010101001001,0.241,"(1, 5, 7, 9, 12, 15)",0.991,0.125
0100010101000110,0.22433333333333338,"(1, 5, 7, 9, 13, 14)",0.9743333333333334,0.125
0100010101000101,0.267,"(1, 5, 7, 9, 13, 15)",1.017,0.125
0100010101000011,0.237,"(1, 5, 7, 9, 14, 15)",0.987,0.125
0100010100111000,0.21299999999999997,"(1, 5, 7, 10, 11, 12)",0.963,0.125
0100010100110100,0.2821666666666667,"(1, 5, 7, 10, 11, 13)",1.0321666666666667,0.125
0100010100110010,0.22116666666666662,"(1, 5, 7, 10, 11, 14)",0.9711666666666666,0.125
0100010100110001,0.25583333333333336,"(1, 5, 7, 10, 11, 15)",1.0058333333333334,0.125
0100010100101100,0.24916666666666665,"(1, 5, 7, 10, 12, 13)",0.9991666666666666,0.125
0100010100101010,0.1935,"(1, 5, 7, 10, 12, 14)",0.9435,0.125
0100010100101001,0.22499999999999998,"(1, 5, 7, 10, 12, 15)",0.975,0.125
0100010100100110,0.24583333333333335,"(1, 5, 7, 10, 13, 14)",0.9958333333333333,0.125
0100010100100101,0.2876666666666666,"(1, 5, 7, 10, 13, 15)",1.0376666666666665,0.125
0100010100100011,0.23683333333333334,"(1, 5, 7, 10, 14, 15)",0.9868333333333333,0.125
0100010100011100,0.23733333333333329,"(1, 5, 7, 11, 12, 13)",0.9873333333333333,0.125
0100010100011010,0.19533333333333336,"(1, 5, 7, 11, 12, 14)",0.9453333333333334,0.125
0100010100011001,0.257,"(1, 5, 7, 11, 12, 15)",1.0070000000000001,0.125
0100010100010110,0.2466666666666667,"(1, 5, 7, 11, 13, 14)",0.9966666666666667,0.125
0100010100010101,0.29533333333333334,"(1, 5, 7, 11, 13, 15)",1.0453333333333332,0.125
0100010100010011,0.26916666666666667,"(1, 5, 7, 11, 14, 15)",1.0191666666666666,0.125
0100010100001110,0.2018333333333333,"(1, 5, 7, 12, 13, 14)",0.9518333333333333,0.125
0100010100001101,0.25483333333333336,"(1, 5, 7, 12, 13, 15)",1.0048333333333335,0.125
0100010100001011,0.21650000000000003,"(1, 5, 7, 12, 14, 15)",0.9665,0.125
0100010100000111,0.25449999999999995,"(1, 5, 7, 13, 14, 15)",1.0045,0.125
0100010011110000,0.255,"(1, 5, 8, 9, 10, 11)",1.005,0.125
0100010011101000,0.2513333333333333,"(1, 5, 8, 9, 10, 12)",1.0013333333333332,0.125
0100010011100100,0.3025,"(1, 5, 8, 9, 10, 13)",1.0525,0.125
0100010011100010,0.23683333333333334,"(1, 5, 8, 9, 10, 14)",0.9868333333333333,0.125
0100010011100001,0.26983333333333337,"(1, 5, 8, 9, 10, 15)",1.0198333333333334,0.125
0100010011011000,0.2486666666666667,"(1, 5, 8, 9, 11, 12)",0.9986666666666667,0.125
0100010011010100,0.2851666666666667,"(1, 5, 8, 9, 11, 13)",1.0351666666666666,0.125
0100010011010010,0.23750000000000004,"(1, 5, 8, 9, 11, 14)",0.9875,0.125
0100010011010001,0.3031666666666667,"(1, 5, 8, 9, 11, 15)",1.0531666666666668,0.125
0100010011001100,0.25149999999999995,"(1, 5, 8, 9, 12, 13)",1.0015,0.125
0100010011001010,0.20750000000000002,"(1, 5, 8, 9, 12, 14)",0.9575,0.125
0100010011001001,0.26049999999999995,"(1, 5, 8, 9, 12, 15)",1.0105,0.125
0100010011000110,0.22616666666666663,"(1, 5, 8, 9, 13, 14)",0.9761666666666666,0.125
0100010011000101,0.29566666666666663,"(1, 5, 8, 9, 13, 15)",1.0456666666666665,0.125
0100010011000011,0.259,"(1, 5, 8, 9, 14, 15)",1.009,0.125
0100010010111000,0.23616666666666664,"(1, 5, 8, 10, 11, 12)",0.9861666666666666,0.125
0100010010110100,0.29500000000000004,"(1, 5, 8, 10, 11, 13)",1.045,0.125
0100010010110010,0.2283333333333334,"(1, 5, 8, 10, 11, 14)",0.9783333333333334,0.125
0100010010110001,0.2855,"(1, 5, 8, 10, 11, 15)",1.0354999999999999,0.125
0100010010101100,0.26183333333333336,"(1, 5, 8, 10, 12, 13)",1.0118333333333334,0.125
0100010010101010,0.21033333333333337,"(1, 5, 8, 10, 12, 14)",0.9603333333333334,0.125
0100010010101001,0.25149999999999995,"(1, 5, 8, 10, 12, 15)",1.0015,0.125
0100010010100110,0.25649999999999995,"(1, 5, 8, 10, 13, 14)",1.0065,0.125
0100010010100101,0.31599999999999995,"(1, 5, 8, 10, 13, 15)",1.0659999999999998,0.125
0100010010100011,0.25216666666666665,"(1, 5, 8, 10, 14, 15)",1.0021666666666667,0.125
0100010010011100,0.23783333333333334,"(1, 5, 8, 11, 12, 13)",0.9878333333333333,0.125
0100010010011010,0.20216666666666672,"(1, 5, 8, 11, 12, 14)",0.9521666666666667,0.125
0100010010011001,0.27183333333333337,"(1, 5, 8, 11, 12, 15)",1.0218333333333334,0.125
0100010010010110,0.23150000000000004,"(1, 5, 8, 11, 13, 14)",0.9815,0.125
0100010010010101,0.30733333333333335,"(1, 5, 8, 11, 13, 15)",1.0573333333333332,0.125
0100010010010011,0.2786666666666666,"(1, 5, 8, 11, 14, 15)",1.0286666666666666,0.125
0100010010001110,0.20966666666666667,"(1, 5, 8, 12, 13, 14)",0.9596666666666667,0.125
0100010010001101,0.25916666666666666,"(1, 5, 8, 12, 13, 15)",1.0091666666666668,0.125
0100010010001011,0.22866666666666668,"(1, 5, 8, 12, 14, 15)",0.9786666666666667,0.125
0100010010000111,0.24816666666666665,"(1, 5, 8, 13, 14, 15)",0.9981666666666666,0.125
0100010001111000,0.24450000000000005,"(1, 5, 9, 10, 11, 12)",0.9945,0.125
0100010001110100,0.2985,"(1, 5, 9, 10, 11, 13)",1.0485,0.125
0100010001110010,0.257,"(1, 5, 9, 10, 11, 14)",1.0070000000000001,0.125
0100010001110001,0.2945,"(1, 5, 9, 10, 11, 15)",1.0445,0.125
0100010001101100,0.27616666666666667,"(1, 5, 9, 10, 12, 13)",1.0261666666666667,0.125
0100010001101010,0.22166666666666668,"(1, 5, 9, 10, 12, 14)",0.9716666666666667,0.125
0100010001101001,0.26449999999999996,"(1, 5, 9, 10, 12, 15)",1.0145,0.125
0100010001100110,0.26949999999999996,"(1, 5, 9, 10, 13, 14)",1.0194999999999999,0.125
0100010001100101,0.3098333333333333,"(1, 5, 9, 10, 13, 15)",1.0598333333333332,0.125
0100010001100011,0.27516666666666667,"(1, 5, 9, 10, 14, 15)",1.0251666666666668,0.125
0100010001011100,0.26,"(1, 5, 9, 11, 12, 13)",1.01,0.125
0100010001011010,0.22299999999999998,"(1, 5, 9, 11, 12, 14)",0.973,0.125
0100010001011001,0.2793333333333333,"(1, 5, 9, 11, 12, 15)",1.0293333333333332,0.125
0100010001010110,0.2586666666666667,"(1, 5, 9, 11, 13, 14)",1.0086666666666666,0.125
0100010001010101,0.30866666666666664,"(1, 5, 9, 11, 13, 15)",1.0586666666666666,0.125
0100010001010011,0.29966666666666664,"(1, 5, 9, 11, 14, 15)",1.0496666666666665,0.125
0100010001001110,0.23133333333333328,"(1, 5, 9, 12, 13, 14)",0.9813333333333333,0.125
0100010001001101,0.28049999999999997,"(1, 5, 9, 12, 13, 15)",1.0305,0.125
0100010001001011,0.24516666666666664,"(1, 5, 9, 12, 14, 15)",0.9951666666666666,0.125
0100010001000111,0.2825,"(1, 5, 9, 13, 14, 15)",1.0325,0.125
0100010000111100,0.28200000000000003,"(1, 5, 10, 11, 12, 13)",1.032,0.125
0100010000111010,0.21650000000000003,"(1, 5, 10, 11, 12, 14)",0.9665,0.125
0100010000111001,0.27216666666666667,"(1, 5, 10, 11, 12, 15)",1.0221666666666667,0.125
0100010000110110,0.2823333333333333,"(1, 5, 10, 11, 13, 14)",1.0323333333333333,0.125
0100010000110101,0.344,"(1, 5, 10, 11, 13, 15)",1.0939999999999999,0.125
0100010000110011,0.28733333333333333,"(1, 5, 10, 11, 14, 15)",1.0373333333333332,0.125
0100010000101110,0.2503333333333333,"(1, 5, 10, 12, 13, 14)",1.0003333333333333,0.125
0100010000101101,0.29400000000000004,"(1, 5, 10, 12, 13, 15)",1.044,0.125
0100010000101011,0.23583333333333334,"(1, 5, 10, 12, 14, 15)",0.9858333333333333,0.125
0100010000100111,0.30033333333333334,"(1, 5, 10, 13, 14, 15)",1.0503333333333333,0.125
0100010000011110,0.22333333333333338,"(1, 5, 11, 12, 13, 14)",0.9733333333333334,0.125
0100010000011101,0.281,"(1, 5, 11, 12, 13, 15)",1.0310000000000001,0.125
0100010000011011,0.2423333333333333,"(1, 5, 11, 12, 14, 15)",0.9923333333333333,0.125
0100010000010111,0.29966666666666664,"(1, 5, 11, 13, 14, 15)",1.0496666666666665,0.125
0100010000001111,0.2403333333333333,"(1, 5, 12, 13, 14, 15)",0.9903333333333333,0.125
0100001111100000,0.21250000000000002,"(1, 6, 7, 8, 9, 10)",0.9625,0.125
0100001111010000,0.20699999999999996,"(1, 6, 7, 8, 9, 11)",0.957,0.125
0100001111001000,0.19999999999999996,"(1, 6, 7, 8, 9, 12)",0.95,0.125
0100001111000100,0.237,"(1, 6, 7, 8, 9, 13)",0.987,0.125
0100001111000010,0.1918333333333333,"(1, 6, 7, 8, 9, 14)",0.9418333333333333,0.125
0100001111000001,0.2316666666666667,"(1, 6, 7, 8, 9, 15)",0.9816666666666667,0.125
0100001110110000,0.22516666666666663,"(1, 6, 7, 8, 10, 11)",0.9751666666666666,0.125
0100001110101000,0.20666666666666667,"(1, 6, 7, 8, 10, 12)",0.9566666666666667,0.125
0100001110100100,0.26316666666666666,"(1, 6, 7, 8, 10, 13)",1.0131666666666668,0.125
0100001110100010,0.19766666666666666,"(1, 6, 7, 8, 10, 14)",0.9476666666666667,0.125
0100001110100001,0.23883333333333334,"(1, 6, 7, 8, 10, 15)",0.9888333333333333,0.125
0100001110011000,0.20016666666666671,"(1, 6, 7, 8, 11, 12)",0.9501666666666667,0.125
0100001110010100,0.2473333333333333,"(1, 6, 7, 8, 11, 13)",0.9973333333333333,0.125
0100001110010010,0.1898333333333333,"(1, 6, 7, 8, 11, 14)",0.9398333333333333,0.125
0100001110010001,0.23333333333333328,"(1, 6, 7, 8, 11, 15)",0.9833333333333333,0.125
0100001110001100,0.21699999999999997,"(1, 6, 7, 8, 12, 13)",0.967,0.125
0100001110001010,0.16966666666666663,"(1, 6, 7, 8, 12, 14)",0.9196666666666666,0.125
0100001110001001,0.21799999999999997,"(1, 6, 7, 8, 12, 15)",0.968,0.125
0100001110000110,0.21166666666666667,"(1, 6, 7, 8, 13, 14)",0.9616666666666667,0.125
0100001110000101,0.2706666666666667,"(1, 6, 7, 8, 13, 15)",1.0206666666666666,0.125
0100001110000011,0.20850000000000002,"(1, 6, 7, 8, 14, 15)",0.9585,0.125
0100001101110000,0.23083333333333333,"(1, 6, 7, 9, 10, 11)",0.9808333333333333,0.125
0100001101101000,0.20833333333333337,"(1, 6, 7, 9, 10, 12)",0.9583333333333334,0.125
0100001101100100,0.2791666666666667,"(1, 6, 7, 9, 10, 13)",1.0291666666666668,0.125
0100001101100010,0.21733333333333338,"(1, 6, 7, 9, 10, 14)",0.9673333333333334,0.125
0100001101100001,0.24416666666666664,"(1, 6, 7, 9, 10, 15)",0.9941666666666666,0.125
0100001101011000,0.2018333333333333,"(1, 6, 7, 9, 11, 12)",0.9518333333333333,0.125
0100001101010100,0.2506666666666667,"(1, 6, 7, 9, 11, 13)",1.0006666666666666,0.125
0100001101010010,0.2111666666666666,"(1, 6, 7, 9, 11, 14)",0.9611666666666666,0.125
0100001101010001,0.2436666666666667,"(1, 6, 7, 9, 11, 15)",0.9936666666666667,0.125
0100001101001100,0.22866666666666668,"(1, 6, 7, 9, 12, 13)",0.9786666666666667,0.125
0100001101001010,0.18300000000000005,"(1, 6, 7, 9, 12, 14)",0.933,0.125
0100001101001001,0.22133333333333338,"(1, 6, 7, 9, 12, 15)",0.9713333333333334,0.125
0100001101000110,0.22916666666666663,"(1, 6, 7, 9, 13, 14)",0.9791666666666666,0.125
0100001101000101,0.27549999999999997,"(1, 6, 7, 9, 13, 15)",1.0255,0.125
0100001101000011,0.22783333333333333,"(1, 6, 7, 9, 14, 15)",0.9778333333333333,0.125
0100001100111000,0.21916666666666662,"(1, 6, 7, 10, 11, 12)",0.9691666666666666,0.125
0100001100110100,0.2928333333333333,"(1, 6, 7, 10, 11, 13)",1.0428333333333333,0.125
0100001100110010,0.21983333333333333,"(1, 6, 7, 10, 11, 14)",0.9698333333333333,0.125
0100001100110001,0.2633333333333333,"(1, 6, 7, 10, 11, 15)",1.0133333333333332,0.125
0100001100101100,0.25216666666666665,"(1, 6, 7, 10, 12, 13)",1.0021666666666667,0.125
0100001100101010,0.19133333333333336,"(1, 6, 7, 10, 12, 14)",0.9413333333333334,0.125
0100001100101001,0.23733333333333329,"(1, 6, 7, 10, 12, 15)",0.9873333333333333,0.125
0100001100100110,0.254,"(1, 6, 7, 10, 13, 14)",1.004,0.125
0100001100100101,0.3161666666666667,"(1, 6, 7, 10, 13, 15)",1.0661666666666667,0.125
0100001100100011,0.23816666666666664,"(1, 6, 7, 10, 14, 15)",0.9881666666666666,0.125
0100001100011100,0.23050000000000004,"(1, 6, 7, 11, 12, 13)",0.9805,0.125
0100001100011010,0.1778333333333333,"(1, 6, 7, 11, 12, 14)",0.9278333333333333,0.125
0100001100011001,0.21916666666666662,"(1, 6, 7, 11, 12, 15)",0.9691666666666666,0.125
0100001100010110,0.23850000000000005,"(1, 6, 7, 11, 13, 14)",0.9885,0.125
0100001100010101,0.2836666666666666,"(1, 6, 7, 11, 13, 15)",1.0336666666666665,0.125
0100001100010011,0.24250000000000005,"(1, 6, 7, 11, 14, 15)",0.9925,0.125
0100001100001110,0.21166666666666667,"(1, 6, 7, 12, 13, 14)",0.9616666666666667,0.125
0100001100001101,0.25549999999999995,"(1, 6, 7, 12, 13, 15)",1.0055,0.125
0100001100001011,0.2008333333333333,"(1, 6, 7, 12, 14, 15)",0.9508333333333333,0.125
0100001100000111,0.2676666666666667,"(1, 6, 7, 13, 14, 15)",1.0176666666666667,0.125
0100001011110000,0.24883333333333335,"(1, 6, 8, 9, 10, 11)",0.9988333333333334,0.125
0100001011101000,0.23316666666666663,"(1, 6, 8, 9, 10, 12)",0.9831666666666666,0.125
0100001011100100,0.29833333333333334,"(1, 6, 8, 9, 10, 13)",1.0483333333333333,0.125
0100001011100010,0.20983333333333332,"(1, 6, 8, 9, 10, 14)",0.9598333333333333,0.125
0100001011100001,0.26749999999999996,"(1, 6, 8, 9, 10, 15)",1.0175,0.125
0100001011011000,0.22550000000000003,"(1, 6, 8, 9, 11, 12)",0.9755,0.125
0100001011010100,0.26416666666666666,"(1, 6, 8, 9, 11, 13)",1.0141666666666667,0.125
0100001011010010,0.21250000000000002,"(1, 6, 8, 9, 11, 14)",0.9625,0.125
0100001011010001,0.267,"(1, 6, 8, 9, 11, 15)",1.017,0.125
0100001011001100,0.25816666666666666,"(1, 6, 8, 9, 12, 13)",1.0081666666666667,0.125
0100001011001010,0.1938333333333333,"(1, 6, 8, 9, 12, 14)",0.9438333333333333,0.125
0100001011001001,0.25183333333333335,"(1, 6, 8, 9, 12, 15)",1.0018333333333334,0.125
0100001011000110,0.23150000000000004,"(1, 6, 8, 9, 13, 14)",0.9815,0.125
0100001011000101,0.30033333333333334,"(1, 6, 8, 9, 13, 15)",1.0503333333333333,0.125
0100001011000011,0.23133333333333328,"(1, 6, 8, 9, 14, 15)",0.9813333333333333,0.125
0100001010111000,0.23533333333333328,"(1, 6, 8, 10, 11, 12)",0.9853333333333333,0.125
0100001010110100,0.3058333333333333,"(1, 6, 8, 10, 11, 13)",1.0558333333333332,0.125
0100001010110010,0.21599999999999997,"(1, 6, 8, 10, 11, 14)",0.966,0.125
0100001010110001,0.2835,"(1, 6, 8, 10, 11, 15)",1.0335,0.125
0100001010101100,0.277,"(1, 6, 8, 10, 12, 13)",1.0270000000000001,0.125
0100001010101010,0.20033333333333336,"(1, 6, 8, 10, 12, 14)",0.9503333333333334,0.125
0100001010101001,0.24950000000000006,"(1, 6, 8, 10, 12, 15)",0.9995,0.125
0100001010100110,0.2553333333333333,"(1, 6, 8, 10, 13, 14)",1.0053333333333332,0.125
0100001010100101,0.31999999999999995,"(1, 6, 8, 10, 13, 15)",1.0699999999999998,0.125
0100001010100011,0.2416666666666667,"(1, 6, 8, 10, 14, 15)",0.9916666666666667,0.125
0100001010011100,0.24,"(1, 6, 8, 11, 12, 13)",0.99,0.125
0100001010011010,0.1855,"(1, 6, 8, 11, 12, 14)",0.9355,0.125
0100001010011001,0.2416666666666667,"(1, 6, 8, 11, 12, 15)",0.9916666666666667,0.125
0100001010010110,0.22183333333333333,"(1, 6, 8, 11, 13, 14)",0.9718333333333333,0.125
0100001010010101,0.29633333333333334,"(1, 6, 8, 11, 13, 15)",1.0463333333333333,0.125
0100001010010011,0.23783333333333334,"(1, 6, 8, 11, 14, 15)",0.9878333333333333,0.125
0100001010001110,0.21399999999999997,"(1, 6, 8, 12, 13, 14)",0.964,0.125
0100001010001101,0.27349999999999997,"(1, 6, 8, 12, 13, 15)",1.0234999999999999,0.125
0100001010001011,0.21450000000000002,"(1, 6, 8, 12, 14, 15)",0.9645,0.125
0100001010000111,0.26116666666666666,"(1, 6, 8, 13, 14, 15)",1.0111666666666665,0.125
0100001001111000,0.23450000000000004,"(1, 6, 9, 10, 11, 12)",0.9845,0.125
0100001001110100,0.2975,"(1, 6, 9, 10, 11, 13)",1.0474999999999999,0.125
0100001001110010,0.24116666666666664,"(1, 6, 9, 10, 11, 14)",0.9911666666666666,0.125
0100001001110001,0.2811666666666667,"(1, 6, 9, 10, 11, 15)",1.0311666666666666,0.125
0100001001101100,0.2806666666666666,"(1, 6, 9, 10, 12, 13)",1.0306666666666666,0.125
0100001001101010,0.21950000000000003,"(1, 6, 9, 10, 12, 14)",0.9695,0.125
0100001001101001,0.2546666666666667,"(1, 6, 9, 10, 12, 15)",1.0046666666666666,0.125
0100001001100110,0.27249999999999996,"(1, 6, 9, 10, 13, 14)",1.0225,0.125
0100001001100101,0.3248333333333333,"(1, 6, 9, 10, 13, 15)",1.0748333333333333,0.125
0100001001100011,0.2613333333333333,"(1, 6, 9, 10, 14, 15)",1.0113333333333334,0.125
0100001001011100,0.2496666666666667,"(1, 6, 9, 11, 12, 13)",0.9996666666666667,0.125
0100001001011010,0.20066666666666666,"(1, 6, 9, 11, 12, 14)",0.9506666666666667,0.125
0100001001011001,0.24350000000000005,"(1, 6, 9, 11, 12, 15)",0.9935,0.125
0100001001010110,0.2423333333333333,"(1, 6, 9, 11, 13, 14)",0.9923333333333333,0.125
0100001001010101,0.2991666666666667,"(1, 6, 9, 11, 13, 15)",1.0491666666666668,0.125
0100001001010011,0.2503333333333333,"(1, 6, 9, 11, 14, 15)",1.0003333333333333,0.125
0100001001001110,0.23399999999999999,"(1, 6, 9, 12, 13, 14)",0.984,0.125
0100001001001101,0.279,"(1, 6, 9, 12, 13, 15)",1.029,0.125
0100001001001011,0.22433333333333338,"(1, 6, 9, 12, 14, 15)",0.9743333333333334,0.125
